Company,Sector,Year,Revenue (Cr),Net Profit (Cr),EBITDA Margin (%),Debt/Equity,EPS,P/E Ratio,Market Cap (Cr)
Tata Steel,Finance,2018,1399.68,297.98,18.56,0.78,41.95,26.4,48387.65
Wipro,Energy,2019,1518.4,205.62,16.43,1.34,47.87,25.12,15209.72
SBI,Energy,2018,1327.03,257.75,17.62,1.36,22.62,27.24,26602.57
Reliance,Metals,2014,1171.43,221.85,24.0,0.71,28.64,28.05,12186.25
TCS,Finance,2014,1350.88,154.37,,0.51,23.35,20.8,42173.61
Axis Bank,Automobile,2019,1522.18,185.07,14.95,1.08,29.55,17.97,16626.08
Reliance,Automobile,2012,1057.47,294.37,22.04,0.2,22.6,19.15,23472.33
SBI,IT,2023,1372.8,257.33,14.45,0.68,19.43,17.61,42467.28
Wipro,Finance,2015,1526.35,150.59,16.83,0.58,18.43,30.13,23893.54
Infosys,Automobile,2016,1858.4,89.0,19.15,0.77,32.1,14.69,29068.97
Axis Bank,Finance,2021,1406.22,216.55,13.96,1.21,38.03,27.94,37010.78
Reliance,Finance,2019,1126.23,153.45,9.07,0.02,20.51,16.63,34225.07
Axis Bank,Automobile,2023,1437.1,185.81,20.25,0.89,32.27,27.73,32567.54
ICICI,Finance,2021,1330.03,83.65,7.04,0.9,26.57,25.09,22989.4
Reliance,Energy,2018,1665.65,283.26,13.37,0.78,21.18,19.73,25281.26
TCS,IT,2016,1398.63,192.24,21.89,0.89,31.78,21.81,35223.86
Infosys,Metals,2012,686.83,204.37,20.1,0.95,38.48,12.23,26564.88
Infosys,Automobile,2021,2607.49,133.37,17.21,0.85,16.76,24.04,33058.86
HDFC,Metals,2022,1542.71,177.81,13.52,0.19,21.77,26.63,6955.95
Axis Bank,IT,2016,1526.76,209.8,15.84,0.53,39.67,29.36,29672.18
Tata Steel,Energy,2022,1037.58,150.94,20.88,1.28,24.57,17.73,36400.05
Infosys,Energy,2010,1060.63,182.73,17.34,0.45,17.05,35.4,37954.11
Infosys,Energy,2011,1472.42,310.9,11.82,0.82,26.7,17.78,27481.38
ICICI,Energy,2013,1600.85,60.0,13.6,0.58,25.09,16.85,33830.09
Mahindra,Automobile,2016,1710.63,214.76,15.83,0.98,35.56,18.83,22754.83
ICICI,Automobile,2018,1571.23,137.16,19.83,0.74,24.56,18.9,46967.03
ICICI,Finance,2014,1144.22,306.92,18.52,1.0,24.9,9.96,25911.0
Mahindra,Finance,2017,748.66,185.54,11.77,0.91,24.48,12.08,45303.09
Axis Bank,IT,2016,,116.23,24.74,0.68,26.68,11.45,28679.62
Reliance,Finance,2014,1339.81,182.75,14.29,0.13,40.17,21.65,16042.23
Wipro,IT,2022,1121.23,227.97,20.21,0.54,32.25,30.47,27199.32
Tata Steel,IT,2012,1748.42,422.05,13.26,0.44,14.58,15.32,18029.2
Infosys,IT,2012,1027.33,31.22,30.41,0.44,27.82,19.1,26718.39
HDFC,Energy,2022,1685.09,104.07,24.63,0.95,28.46,14.35,17657.96
Tata Steel,Metals,2015,1076.96,304.42,14.13,1.41,28.77,24.62,27262.07
Reliance,Metals,2019,1540.23,79.28,18.44,0.06,10.2,21.87,41803.73
Mahindra,Automobile,2020,1780.19,200.77,12.85,0.35,26.46,26.46,47178.65
Tata Steel,IT,2013,1398.62,161.33,16.22,0.87,19.32,12.96,22629.2
Infosys,Energy,2012,2006.98,148.77,20.11,0.72,10.03,19.74,38692.04
Tata Steel,Finance,2013,2075.37,186.22,22.23,0.94,37.09,18.36,48233.56
Wipro,Finance,2012,1571.15,173.39,11.81,0.79,22.18,18.81,16037.21
Mahindra,Automobile,2022,1662.42,284.56,14.26,1.2,22.33,26.96,9446.0
Tata Steel,Automobile,2021,1818.21,306.26,22.71,0.97,33.82,16.0,13416.03
Infosys,IT,2019,1663.33,234.1,24.62,1.06,35.24,16.85,29427.89
Infosys,IT,2020,1631.17,181.11,14.13,1.11,22.51,14.46,3898.05
Tata Steel,Finance,2020,1342.78,220.68,22.78,0.44,25.29,35.1,43772.92
Axis Bank,Finance,2022,993.79,264.4,11.82,0.98,14.9,13.33,3195.65
HDFC,Finance,2021,1082.97,280.14,16.51,0.99,15.58,24.16,29884.86
SBI,Finance,2015,2214.71,229.6,12.28,0.7,37.98,10.41,33846.34
ICICI,Metals,2022,1596.74,322.21,15.97,0.7,25.45,23.24,38301.38
Mahindra,IT,2016,1426.29,150.68,27.55,0.7,34.7,11.96,43550.41
SBI,IT,2013,1879.0,291.2,17.73,0.54,23.35,21.06,49689.37
Reliance,Finance,2012,1275.16,256.35,16.59,0.39,29.2,22.18,34711.23
Reliance,Energy,2012,1674.93,151.2,15.18,1.44,7.56,19.48,22874.37
Infosys,Finance,2020,1523.16,218.61,16.5,1.12,33.61,24.94,32262.79
Reliance,Automobile,2012,1638.01,224.11,13.96,0.81,24.71,23.26,34760.62
Axis Bank,Energy,2018,1399.08,188.64,18.68,0.36,20.3,15.22,32887.25
HDFC,Automobile,2020,1210.59,187.77,17.84,0.96,31.29,23.44,24269.3
Reliance,Energy,2020,1253.14,78.01,15.71,0.69,34.94,21.59,44495.49
Wipro,Automobile,2023,1264.83,144.86,15.27,0.75,20.94,26.7,25337.91
HDFC,Finance,2023,1499.11,180.93,18.91,1.47,13.04,9.84,28572.54
Axis Bank,Finance,2021,1033.16,154.19,14.35,1.37,41.66,20.79,19911.87
SBI,Energy,2012,1125.77,,16.8,0.09,22.84,20.67,41129.24
HDFC,Automobile,2012,1540.66,284.89,15.74,0.91,5.81,17.4,56334.53
HDFC,Metals,2017,1461.7,191.69,6.97,0.85,20.78,27.41,44405.62
SBI,Energy,2013,1557.07,373.34,22.3,0.91,29.5,15.03,17117.64
Axis Bank,Energy,2016,1486.49,217.82,8.84,0.63,24.18,24.99,20303.44
Reliance,IT,2012,2255.69,283.21,9.16,0.8,23.71,14.93,11269.46
Infosys,Energy,2017,1538.02,183.35,22.48,0.47,21.48,29.28,33662.74
Mahindra,Metals,2012,1386.28,147.07,12.46,1.11,20.79,22.84,35776.15
SBI,Finance,2014,1530.34,221.03,7.62,1.1,12.22,9.1,21898.75
SBI,Automobile,2010,1805.99,303.64,24.69,1.29,12.02,27.96,23363.48
SBI,IT,2021,1485.11,192.87,14.81,0.57,28.64,23.94,7170.3
SBI,Automobile,2014,1705.42,235.74,24.07,0.88,37.3,20.64,28652.2
Mahindra,Finance,2015,1618.81,220.6,13.42,1.41,22.24,15.52,21641.34
Mahindra,Energy,2016,1412.88,192.16,9.78,0.6,38.86,14.02,21750.1
Reliance,Metals,2011,1533.26,196.25,16.39,0.5,35.99,23.54,57464.89
Tata Steel,IT,2011,1979.68,120.12,11.96,0.89,23.68,9.21,38011.43
Tata Steel,Metals,2023,1572.92,199.11,20.02,1.15,31.38,15.26,29659.08
TCS,Metals,2018,1204.19,252.26,21.38,0.6,29.89,24.88,32685.6
SBI,Metals,2019,1404.15,223.66,22.65,1.38,19.95,10.15,23955.08
SBI,Metals,2010,865.73,214.73,16.44,0.53,3.42,10.47,41626.62
HDFC,Finance,2011,1541.22,258.0,24.9,1.0,26.39,23.65,26719.81
Tata Steel,Metals,2011,1893.62,215.59,13.36,0.6,32.01,18.14,16969.66
Reliance,Metals,2022,1097.58,201.11,18.67,0.66,19.46,31.65,49568.45
Infosys,Finance,2019,1544.92,258.81,17.31,1.05,45.07,17.86,20554.83
TCS,Automobile,2016,1795.63,210.93,27.86,0.74,35.32,9.14,54619.68
TCS,Finance,2015,1827.34,181.07,24.04,0.34,10.27,27.93,40888.41
Reliance,Energy,2018,1883.94,237.46,18.16,0.56,23.05,10.69,38158.13
Infosys,Finance,2020,939.52,197.18,18.99,1.02,16.6,12.93,18471.83
HDFC,Automobile,2016,1651.48,177.48,25.68,0.92,21.33,17.65,47647.42
Mahindra,Energy,2012,1048.33,212.43,14.24,1.02,31.54,21.14,58696.87
ICICI,Energy,2012,1200.5,213.37,7.83,0.62,22.48,22.67,17831.09
Tata Steel,IT,2010,1746.34,111.71,13.16,0.48,19.3,26.72,29019.83
SBI,Metals,2017,1547.41,226.66,15.93,0.55,25.94,1.97,19238.6
Reliance,Energy,2010,1717.9,347.72,24.8,0.57,32.6,13.41,25864.28
Tata Steel,Energy,2020,1221.27,121.63,23.18,0.79,32.5,27.41,27951.59
SBI,Automobile,2023,1942.08,159.79,17.78,0.44,31.15,13.74,45541.28
ICICI,Energy,2011,1706.5,422.4,20.33,1.12,38.7,19.64,12910.01
ICICI,Automobile,2020,1766.79,134.23,14.46,0.95,24.1,29.43,38636.28
Mahindra,Metals,2021,1175.95,302.91,28.44,0.54,21.39,18.8,39110.82
Axis Bank,IT,2016,1851.42,181.7,24.07,0.74,23.45,18.17,19001.33
ICICI,IT,2010,1405.15,204.81,18.27,0.53,16.91,18.88,30287.0
Tata Steel,Metals,2021,1316.63,189.51,17.63,0.76,16.67,29.02,23117.4
Wipro,Metals,2013,1687.64,234.06,21.51,0.55,32.39,8.78,31466.98
Wipro,Finance,2018,1674.96,73.62,17.71,1.44,33.31,32.51,52197.6
SBI,Energy,2017,1245.95,214.9,8.89,0.32,-1.46,18.42,19534.49
SBI,Energy,2020,2116.89,167.73,25.67,0.42,34.4,17.61,33564.61
Axis Bank,Energy,2023,2044.31,50.95,23.84,0.73,20.89,14.32,18952.48
Wipro,Automobile,2022,1681.51,289.67,19.86,0.83,18.68,12.06,38711.55
SBI,Finance,2017,1629.12,31.4,15.9,0.83,21.73,3.63,33858.94
ICICI,Energy,2021,1598.94,371.88,18.05,1.08,12.38,28.52,37141.8
SBI,Automobile,2012,1035.0,249.36,4.78,0.93,23.32,4.49,23665.1
TCS,Automobile,2014,,91.12,12.46,0.52,44.15,19.64,16307.14
Axis Bank,IT,2013,1529.86,307.05,26.84,1.12,9.52,16.9,10928.81
Reliance,Automobile,2020,1327.2,139.97,20.59,0.99,31.18,22.05,30113.11
Infosys,Metals,2021,1407.2,143.61,8.26,1.22,34.75,6.03,36445.54
HDFC,Automobile,2017,785.61,55.92,13.86,0.82,30.82,14.22,34741.83
Infosys,Metals,2020,1170.82,130.88,8.37,1.13,40.34,23.32,38832.56
Infosys,Metals,2016,1776.55,140.31,14.1,-0.02,34.82,21.29,23532.75
Mahindra,IT,2023,2019.36,265.45,17.17,0.65,31.71,15.35,28853.52
Reliance,IT,2016,1216.99,293.38,26.01,0.53,35.38,20.72,1850.73
SBI,Automobile,2019,1554.85,100.74,21.93,1.01,34.92,32.06,28362.05
Mahindra,IT,2019,1829.51,221.64,16.49,0.58,21.51,27.62,50888.63
Infosys,IT,2016,1343.94,52.78,16.73,1.09,31.31,26.8,32227.88
TCS,Energy,2010,1702.87,221.95,14.0,1.04,22.27,23.85,54021.35
HDFC,Automobile,2022,1489.86,372.97,23.45,0.62,11.66,21.27,35218.39
Infosys,Automobile,2016,1857.12,57.62,24.05,0.87,43.37,15.21,41977.14
Wipro,Automobile,2013,1115.26,118.83,11.31,0.74,19.47,20.39,38548.74
Reliance,IT,2021,1168.63,258.18,9.4,0.83,35.95,33.77,40003.27
Reliance,IT,2012,1583.86,267.62,16.41,1.02,30.35,26.44,33935.0
Reliance,Metals,2022,1528.86,124.71,17.02,0.7,16.04,17.49,40233.98
Axis Bank,Finance,2021,1483.1,317.89,19.29,0.3,17.24,5.33,23904.18
Axis Bank,Finance,2022,1672.75,134.75,9.63,0.98,28.97,25.3,46094.76
ICICI,Finance,2014,1220.81,333.88,14.42,1.12,28.99,26.55,48704.39
Tata Steel,Energy,2011,1089.17,237.49,17.59,0.29,21.24,16.2,34738.87
HDFC,IT,2017,1349.97,301.7,14.11,0.79,9.18,15.32,25680.34
Mahindra,Metals,2021,1383.52,229.67,22.29,0.52,33.03,6.36,15524.04
SBI,Metals,2021,1414.88,252.56,27.34,1.14,-4.25,28.79,34607.23
Infosys,Finance,2018,1880.71,256.81,15.31,1.15,28.48,17.1,29768.61
Tata Steel,Energy,2014,1731.13,291.58,22.45,0.56,36.33,21.82,22248.0
SBI,Energy,2012,1659.97,197.37,16.21,0.41,6.51,12.31,18191.92
Mahindra,Finance,2019,1566.6,128.01,13.35,0.87,26.6,9.87,17377.03
Tata Steel,Finance,2016,1369.74,193.68,14.44,0.47,21.16,30.47,30742.27
SBI,IT,2010,1243.82,146.6,21.84,1.06,26.95,17.27,35799.42
TCS,Energy,2019,1140.85,151.83,14.79,0.76,34.78,14.75,36278.43
Axis Bank,Metals,2012,1291.65,332.38,15.77,1.28,11.54,40.32,68504.74
Mahindra,Finance,2018,1487.12,249.82,12.28,1.29,22.77,26.9,38738.64
HDFC,IT,2011,1153.5,246.14,21.17,1.27,23.36,14.95,43350.47
Wipro,Metals,2020,1550.86,285.81,20.29,0.92,5.51,25.16,30068.63
TCS,Energy,2023,1441.67,249.4,25.28,0.52,30.74,8.76,13311.28
Axis Bank,Finance,2018,1380.81,349.37,20.98,0.36,41.29,17.77,24937.24
Reliance,Finance,2020,1848.46,32.43,20.06,0.98,31.71,14.13,51481.28
Axis Bank,IT,2010,761.81,120.19,20.92,1.0,26.3,22.93,20088.76
Tata Steel,IT,2013,1384.88,143.95,16.72,0.88,33.86,31.6,30994.67
ICICI,Energy,2021,794.27,89.94,18.55,0.4,19.05,8.14,30585.94
TCS,Finance,2019,1571.57,209.03,22.66,0.56,16.19,33.0,48537.03
Reliance,IT,2022,1728.65,212.79,13.9,0.82,30.14,25.25,36546.91
Tata Steel,Finance,2015,1094.67,358.03,26.51,0.62,27.29,13.01,37324.78
Mahindra,Energy,2022,1133.08,272.3,21.19,0.57,28.14,13.14,28251.25
HDFC,Finance,2016,990.51,159.4,28.11,0.51,16.41,15.0,3171.67
Axis Bank,Metals,2012,1519.09,239.55,12.12,0.76,9.95,13.94,25301.0
Mahindra,Finance,2018,1397.76,53.84,12.12,0.74,14.61,14.15,29748.93
Reliance,Automobile,2013,1416.4,211.38,19.86,0.55,16.47,7.3,32071.84
Tata Steel,Automobile,2014,1389.61,207.1,18.62,0.8,4.59,18.63,21832.62
ICICI,Energy,2017,1207.92,127.83,15.71,0.87,29.75,25.23,13113.8
Axis Bank,Energy,2021,1839.56,183.9,11.65,0.91,12.11,15.98,39207.83
HDFC,Energy,2023,1581.7,144.6,16.66,0.51,11.55,22.08,26166.11
ICICI,Metals,2012,1144.6,125.4,19.09,0.71,22.38,27.88,29900.59
SBI,Metals,2017,1289.84,253.96,11.46,0.8,15.94,9.53,9201.66
Tata Steel,Finance,2023,1238.38,282.71,15.95,0.84,9.22,15.33,27127.44
Mahindra,IT,2023,1921.78,240.8,19.91,0.4,10.33,9.46,38597.96
Axis Bank,Automobile,2020,1713.37,164.95,21.94,0.7,30.36,10.19,33789.85
Axis Bank,Automobile,2010,1462.05,147.0,16.57,0.98,21.64,29.53,25073.38
Reliance,Automobile,2017,2012.17,167.44,13.99,0.62,9.86,16.47,23545.35
HDFC,Finance,2023,1935.61,182.4,18.58,0.91,39.56,23.24,27773.18
Wipro,Finance,2022,1430.79,130.23,16.97,0.8,17.89,21.16,34340.66
SBI,Energy,2020,1376.83,284.31,10.67,0.66,30.3,24.96,34225.95
ICICI,IT,2020,1391.29,183.82,15.75,1.18,23.92,21.03,36702.02
TCS,Energy,2021,1214.18,261.19,15.05,0.71,25.98,20.75,39857.29
TCS,Finance,2019,2020.19,88.01,18.11,0.74,25.21,9.62,31363.25
Axis Bank,Metals,2017,1198.08,144.93,14.33,0.65,11.21,20.24,50713.1
Reliance,Energy,2015,1760.49,268.75,15.26,1.24,47.44,20.17,37940.5
Infosys,Finance,2014,1707.16,269.88,17.09,1.22,17.39,13.41,21078.2
Axis Bank,Finance,2018,1408.54,103.8,21.19,1.14,33.25,5.52,34017.34
TCS,Metals,2015,2043.01,224.25,18.46,1.06,17.09,21.71,36422.23
TCS,Metals,2010,1032.27,226.35,31.32,0.53,13.95,28.57,39118.08
SBI,Metals,2021,1476.09,143.34,11.68,0.67,38.69,7.61,24873.24
Mahindra,IT,2015,1353.29,228.56,22.56,0.57,40.57,18.82,6568.06
Infosys,Finance,2010,1788.18,73.56,17.61,1.11,29.54,4.37,47395.82
Axis Bank,Metals,2015,1606.07,125.85,11.03,1.5,33.07,24.55,28814.44
SBI,IT,2012,981.81,247.92,16.11,1.0,12.46,28.29,4829.56
Reliance,Automobile,2015,1871.84,202.36,10.43,1.3,31.59,19.32,26688.93
SBI,Automobile,2022,1645.64,206.51,18.41,0.94,31.49,24.37,38902.36
Axis Bank,Automobile,2015,1189.35,185.99,16.48,0.9,29.39,20.44,17158.75
Tata Steel,Finance,2010,1395.1,242.95,14.57,0.63,41.47,13.21,16999.28
Wipro,IT,2022,1110.03,246.81,12.7,0.98,2.2,19.06,27004.5
Axis Bank,IT,2018,1448.75,263.32,23.08,1.07,23.21,19.81,31271.49
HDFC,Automobile,2017,1545.04,210.05,17.2,1.12,39.82,18.98,23026.66
TCS,Energy,2011,1399.61,168.93,19.05,0.83,13.88,22.6,25585.69
Infosys,Automobile,2011,1364.86,155.44,18.88,0.86,31.5,20.93,39738.5
Infosys,Finance,2014,1016.18,115.45,18.54,0.78,20.14,18.64,30172.87
Mahindra,Automobile,2019,1601.17,167.78,16.37,0.63,25.88,15.51,12207.85
Wipro,Automobile,2011,922.66,151.49,25.59,1.06,14.43,23.5,44243.94
HDFC,IT,2020,1509.32,328.13,29.18,0.23,47.63,23.01,27782.68
TCS,Automobile,2010,960.25,116.24,25.24,0.3,13.53,21.24,19098.16
Infosys,Metals,2011,1515.15,282.99,18.11,0.64,23.7,14.19,27745.43
HDFC,Metals,2014,1498.16,178.58,17.76,0.42,22.41,12.08,14105.88
SBI,Energy,2020,1621.0,183.48,23.46,1.13,35.74,24.73,30115.69
Mahindra,Finance,2019,1758.69,232.1,14.21,0.67,25.7,13.76,36581.1
Axis Bank,Finance,2023,1814.28,86.52,26.55,1.06,9.23,17.64,23122.12
Axis Bank,IT,2016,1016.99,136.0,21.96,1.19,18.57,9.11,26311.85
Tata Steel,Finance,2014,1482.54,100.71,16.6,0.82,3.38,23.1,22895.49
TCS,Energy,2010,2103.28,169.58,19.41,0.9,25.73,11.32,38710.06
HDFC,Metals,2016,1535.73,127.26,21.13,1.17,42.81,10.96,27068.93
ICICI,IT,2015,1250.6,305.37,15.86,1.1,23.01,13.08,23002.17
Infosys,Metals,2016,1476.09,153.33,23.17,0.18,28.4,23.0,31736.43
Reliance,Energy,2011,1384.9,9.72,24.36,0.68,36.02,18.49,26658.42
Reliance,IT,2014,1147.06,173.25,16.69,0.95,18.09,15.56,28322.72
Axis Bank,Automobile,2023,1760.73,264.6,15.62,0.86,36.0,31.57,20343.39
ICICI,Finance,2017,1675.31,330.42,17.47,0.5,44.12,23.66,37452.29
Reliance,Energy,2022,1099.65,181.64,12.22,0.29,7.25,6.06,25149.57
Wipro,IT,2021,1472.02,158.65,9.66,0.98,36.37,13.89,26457.49
Wipro,Metals,2016,1330.06,198.84,15.83,0.55,10.17,6.15,32245.78
TCS,IT,2015,1019.52,233.2,13.2,0.76,17.25,16.65,53538.38
ICICI,Automobile,2022,1075.55,109.69,26.85,0.84,36.31,27.25,40015.49
Wipro,Energy,2015,1120.21,180.44,15.72,0.75,28.22,21.74,21948.99
Wipro,IT,2021,1482.47,196.04,20.28,0.52,20.41,18.36,14954.58
Axis Bank,Energy,2010,1362.61,203.66,14.86,0.78,47.34,16.7,33880.49
Reliance,Energy,2010,1212.24,188.44,26.91,0.64,21.7,22.24,22966.39
TCS,Metals,2016,1382.44,125.14,17.03,1.3,35.96,8.14,27239.32
HDFC,Finance,2012,1724.26,227.1,11.78,0.86,21.94,19.16,27801.57
SBI,Automobile,2015,1607.01,196.43,21.35,1.57,29.58,21.18,28666.91
Infosys,IT,2021,1800.56,196.24,19.3,0.4,29.92,11.08,27413.48
Infosys,Finance,2014,1431.51,113.4,24.02,0.71,25.8,13.79,24261.49
Mahindra,Metals,2012,1980.77,251.22,17.23,0.71,10.81,33.77,4280.36
SBI,Finance,2015,1604.42,124.17,18.54,0.57,27.77,23.69,32229.05
SBI,Energy,2012,1353.32,329.32,10.46,0.69,19.2,8.07,37428.64
Infosys,Energy,2017,1527.89,105.66,22.18,0.66,20.42,14.75,18689.32
Infosys,Automobile,2023,1125.58,260.98,18.31,0.51,30.93,19.8,38644.6
HDFC,IT,2016,1408.14,47.35,17.38,1.34,30.25,36.16,33688.33
ICICI,IT,2018,1628.99,19.34,16.85,0.77,17.44,26.23,31453.8
ICICI,Metals,2014,1683.5,155.62,16.59,1.08,27.18,27.63,32204.53
HDFC,Automobile,2021,1376.95,19.22,22.25,1.1,25.2,22.79,38876.41
Reliance,IT,2010,2320.17,258.38,13.37,1.23,16.38,13.11,36523.07
SBI,Energy,2020,1448.34,198.26,21.72,0.51,17.0,31.17,11052.32
Tata Steel,Automobile,2019,996.48,312.08,9.97,1.18,17.16,25.98,45542.93
SBI,Finance,2020,1863.98,186.62,8.42,0.78,24.89,28.93,36656.48
Mahindra,Automobile,2017,1682.14,219.45,25.05,1.41,21.96,31.91,18084.02
Infosys,Automobile,2011,1569.51,178.54,12.89,0.96,27.09,30.89,8540.59
SBI,IT,2015,1360.52,130.09,18.53,0.45,16.2,19.89,15480.21
Infosys,Metals,2010,1618.0,167.46,16.66,1.18,23.27,21.91,44975.48
SBI,Metals,2015,1985.7,103.68,19.72,1.15,24.02,21.35,28659.71
Mahindra,IT,2013,1560.49,230.99,18.26,0.41,28.26,26.5,39444.44
Reliance,IT,2014,1058.99,175.37,23.22,1.02,39.7,22.32,54345.61
Tata Steel,IT,2019,463.99,191.98,10.85,1.28,35.74,21.02,16147.34
Wipro,Metals,2016,1615.37,425.9,21.35,0.94,24.26,19.26,15671.52
HDFC,IT,2022,1204.23,167.76,17.74,0.51,9.05,18.96,29792.84
HDFC,Finance,2015,1470.09,225.1,10.34,1.1,19.87,22.11,33578.38
Tata Steel,Finance,2010,1257.28,195.67,15.35,1.0,34.21,29.09,39197.98
SBI,Energy,2018,1235.73,292.61,9.98,0.73,24.45,13.34,18857.59
Wipro,Finance,2015,1270.42,219.08,9.63,0.66,12.42,20.51,22037.81
Mahindra,Automobile,2015,1297.54,178.29,15.82,1.0,22.94,22.42,46572.21
ICICI,Energy,2018,1732.87,383.4,23.93,0.53,20.29,31.59,34861.92
SBI,Finance,2021,1672.09,131.23,19.56,0.86,37.61,16.97,33771.61
Reliance,Automobile,2019,1137.6,184.49,24.5,1.16,19.18,14.54,24662.7
Infosys,Finance,2014,1178.48,273.32,18.38,1.26,29.14,30.57,45795.14
TCS,Automobile,2020,1613.74,134.55,25.75,0.64,31.88,23.57,42737.48
SBI,IT,2015,1815.75,261.25,25.23,0.32,12.61,17.04,29639.3
TCS,Automobile,2015,1811.14,161.64,13.25,0.59,17.55,27.39,10024.34
SBI,IT,2016,1199.13,280.26,18.36,1.04,20.73,6.86,41278.9
Tata Steel,Automobile,2018,1796.79,278.16,14.39,0.58,26.38,19.63,36413.82
TCS,Automobile,2014,967.12,192.79,17.28,1.12,19.05,22.06,31091.71
SBI,Finance,2014,1439.13,119.96,26.29,0.58,11.24,24.13,44047.48
HDFC,Automobile,2013,1646.11,168.68,14.79,0.63,14.93,14.22,35462.38
TCS,Finance,2019,876.36,198.81,12.07,0.75,34.4,14.1,26421.39
SBI,Automobile,2013,,271.06,12.4,1.08,45.72,30.78,42012.29
ICICI,Metals,2021,1898.01,225.65,16.02,0.32,28.05,20.11,32641.26
Infosys,Energy,2017,1694.1,243.03,36.73,0.88,35.79,21.12,41059.75
ICICI,Finance,2022,1210.49,227.95,25.36,0.88,28.54,14.9,31693.18
Wipro,Finance,2011,1479.57,267.7,3.64,0.5,31.98,13.58,36729.01
SBI,IT,2019,1737.13,183.97,17.82,0.91,32.41,16.03,47740.33
Axis Bank,Metals,2017,1163.2,213.19,14.86,0.75,31.78,28.37,46764.16
Reliance,IT,2011,1445.86,202.27,22.93,0.46,28.55,15.64,23588.82
ICICI,Metals,2010,1773.12,164.96,12.1,0.78,26.43,18.34,41140.85
TCS,Metals,2019,1051.62,280.94,12.82,0.49,20.94,31.29,22689.65
Tata Steel,Automobile,2022,1599.73,279.25,15.14,0.61,30.26,34.96,39538.43
Reliance,IT,2018,973.57,296.46,14.54,1.06,28.1,9.73,28409.23
Axis Bank,Energy,2020,1216.85,138.9,21.26,0.71,15.93,5.12,11899.35
Mahindra,Metals,2017,1348.62,228.06,16.33,1.06,36.89,15.01,33474.69
SBI,Metals,2015,1654.07,287.39,23.02,0.75,34.92,13.15,42607.09
Tata Steel,Finance,2013,1289.76,320.23,13.95,0.51,26.93,23.34,37237.28
SBI,Automobile,2011,1537.66,79.31,22.33,0.94,36.78,19.9,19641.88
Wipro,Energy,2017,1293.83,199.77,12.21,0.97,32.27,19.1,33232.4
Axis Bank,Metals,2012,1340.81,184.86,21.07,0.43,20.6,26.14,28405.81
SBI,Finance,2019,1875.2,327.27,15.5,1.14,6.85,5.1,39740.97
TCS,IT,2013,1154.93,23.25,22.46,1.26,6.51,15.67,42409.97
Wipro,Metals,2014,1727.75,116.21,5.8,0.99,37.62,19.18,14461.34
HDFC,Finance,2022,1499.68,314.64,14.08,0.82,24.72,27.22,31175.94
Mahindra,IT,2013,1327.33,162.42,23.84,1.4,21.3,19.59,19176.86
Axis Bank,Automobile,2020,1134.74,95.88,16.99,0.96,18.4,22.88,32382.99
Infosys,IT,2017,1156.13,320.96,9.49,0.86,25.64,17.72,13359.97
Tata Steel,Metals,2018,1278.41,85.45,14.47,1.31,34.15,19.7,29265.27
ICICI,Energy,2023,1454.98,281.76,19.92,1.28,16.88,17.95,33400.58
SBI,IT,2023,1681.05,75.18,13.95,0.37,25.95,18.39,2545.87
Tata Steel,Energy,2023,1409.93,84.6,23.81,0.65,51.58,20.53,26783.37
Tata Steel,Energy,2010,1430.01,216.01,23.43,0.98,43.15,30.12,12035.39
Infosys,IT,2011,1474.8,132.14,21.34,1.17,2.68,22.9,39960.86
Infosys,Automobile,2021,1643.03,221.79,23.15,0.45,6.85,18.56,6691.65
Wipro,IT,2013,1693.44,344.16,15.42,1.07,43.06,23.81,25758.73
Axis Bank,Finance,2010,1083.91,187.6,25.44,0.68,33.96,21.28,45767.67
TCS,Energy,2020,1415.38,330.22,23.38,1.02,25.51,24.11,17441.02
Mahindra,Metals,2015,1868.22,225.94,17.36,0.63,30.28,17.24,21191.63
Infosys,Energy,2021,1105.16,276.47,9.87,0.1,21.84,23.44,29098.78
Infosys,Metals,2014,1522.29,11.74,6.17,0.27,18.34,23.57,30636.87
ICICI,Finance,2022,1448.75,250.9,22.95,0.46,32.3,10.06,2117.81
HDFC,Finance,2016,1330.0,238.62,9.94,0.62,24.03,17.3,26857.84
Infosys,Finance,2021,1977.23,171.19,13.39,0.8,33.65,18.8,38323.63
HDFC,IT,2015,1511.05,351.64,20.39,0.64,19.51,17.72,55815.77
Wipro,Energy,2023,1953.34,160.54,11.5,0.79,32.13,12.8,20857.57
TCS,Metals,2023,1501.69,71.29,30.17,0.65,28.12,2.7,26445.37
Tata Steel,Finance,2012,1638.08,262.56,19.19,0.8,11.65,27.2,34876.31
Infosys,Finance,2014,1326.83,86.11,25.39,1.08,39.74,4.84,20218.21
SBI,Metals,2012,1330.17,206.13,23.21,0.8,10.92,33.85,47781.57
HDFC,Energy,2018,1622.8,307.19,5.31,0.96,38.31,18.35,29571.03
ICICI,Energy,2011,1628.31,239.88,21.72,1.01,29.55,15.33,32643.59
Mahindra,Metals,2015,1679.4,180.21,17.92,0.75,31.41,9.15,36436.82
ICICI,Automobile,2018,1613.0,171.91,17.69,0.26,20.07,8.38,9466.16
Infosys,Energy,2019,1099.07,301.23,17.87,0.88,21.31,13.76,33298.7
Axis Bank,Metals,2016,1258.09,102.41,23.27,0.6,25.04,21.33,22430.31
